Country,Region,sex,extract_date,age_0,age_1,age_2,age_3,age_4,age_5,age_6,age_7,age_8,age_9,age_10,age_11,age_12,age_13,age_14,age_15,age_16,age_17,age_18,age_19,age_20,age_21,age_22,age_23,age_24,age_25,age_26,age_27,age_28,age_29,age_30,age_31,age_32,age_33,age_34,age_35,age_36,age_37,age_38,age_39,age_40,age_41,age_42,age_43,age_44,age_45,age_46,age_47,age_48,age_49,age_50,age_51,age_52,age_53,age_54,age_55,age_56,age_57,age_58,age_59,age_60,age_61,age_62,age_63,age_64,age_65,age_66,age_67,age_68,age_69,age_70,age_71,age_72,age_73,age_74,age_75,age_76,age_77,age_78,age_79,age_80,age_81,age_82,age_83,age_84,age_85,age_86,age_87,age_88,age_89,age_90,age_91,age_92,age_93,age_94,age_95
England,West Midlands,male,2025-07-01,29913,33635,35246,33533,37365,37413,37938,41697,40576,42015,41952,45591,45302,43650,41776,44263,44062,42344,42195,41638,43276,40469,40346,40900,45290,43421,47550,47544,47068,45790,47088,48653,49998,55047,50308,52370,51892,50368,51571,49177,47996,49997,42535,51518,49721,43641,39973,38989,40065,40442,39186,41077,45445,44272,45651,45514,44605,44957,42237,44272,42578,42469,42176,40137,36698,35629,34324,33490,29122,29035,29209,28457,24792,23924,27081,21701,28528,32222,17463,23073,21422,20680,13247,11714,13052,11522,10398,9406,7472,5903,4725,3826,3207,2483,1782,3670
England,West Midlands,persons,2025-07-01,57140,63873,69332,66369,72380,72450,74766,81690,78879,80230,82019,89267,89299,84938,79878,85445,85238,81462,81737,82771,82111,76526,81353,81594,85964,88521,91295,94665,91997,91472,93164,96077,97496,104624,99474,102348,100952,98005,100219,95186,92129,96521,84726,99107,97427,83282,76229,76197,76090,79358,74578,76301,88548,86461,87816,88080,86018,85127,85918,87811,84275,84360,83171,79597,72124,70719,68759,67306,59514,58054,60610,57374,53372,50408,55071,48235,62196,69179,37444,49973,45307,45434,29660,27323,29357,27371,24134,22037,19153,15399,11888,10531,9048,7241,5525,12330
England,Yorkshire and The Humber,female,2025-07-01,23543,25339,28639,28365,30461,30553,32757,33555,33503,33492,34508,37583,36120,37024,35121,36888,35377,35010,36042,36502,37462,34842,36745,38111,40496,39489,40368,40330,41158,38676,40560,44923,43260,47336,40339,46244,45188,42418,43965,41244,40624,38250,39124,42213,40988,37808,29281,32225,29614,34433,31711,33853,40534,38381,39653,40090,38362,38823,38837,40570,39608,39727,37757,36185,36051,33362,34662,34161,28957,28838,28564,26193,25679,24992,28079,22492,32619,38816,16170,25610,19787,20369,15024,14426,14769,14299,12392,11523,9686,9117,7126,5803,4990,4122,2960,7599
England,Yorkshire and The Humber,male,2025-07-01,25094,26845,30945,29425,31004,32437,32900,36974,35941,35297,34490,38514,38400,39082,36743,40284,36217,37837,35951,37606,37740,35173,35427,37449,39840,41080,43696,41684,44392,42590,44378,45426,45661,48916,44406,45974,45185,43151,46345,42834,44554,43010,40063,43939,44507,38839,33941,35375,33812,35671,34037,35887,41566,40384,39108,41315,38140,38959,38745,43074,39200,39948,37636,37897,34455,32526,33843,33231,27685,27168,29688,23696,24853,24294,25069,21781,28119,34760,12232,22950,17418,18098,11097,10939,11309,10446,9219,7923,6687,5291,4245,3334,2715,1973,1491,2798
England,Yorkshire and The Humber,persons,2025-07-01,48482,51535,60738,57818,61339,61631,65870,70292,69217,68964,69273,75697,74281,75985,70954,77716,72036,73308,72826,74106,75042,70231,71686,76210,80209,80530,83257,81949,85697,80378,85192,89002,89653,96217,84103,92287,91279,85861,89937,84115,85361,81524,79028,86315,85348,76009,64027,68041,63413,69794,65775,69889,83202,79305,78364,81927,77719,79019,77896,83181,78640,79469,75214,74253,70170,65723,68248,67619,56261,55950,57027,50466,50000,49484,54203,45052,61149,74442,28067,47828,36424,38873,26352,24670,25179,24665,21608,19816,16652,14287,11355,9155,7689,6115,4460,10356
England,East Midlands,female,2025-08-01,20102,22086,25781,23954,26410,26123,27360,29837,30606,29856,29546,32414,32511,32630,31188,32666,31397,30619,27981,27103,31698,28744,30435,31679,31918,32880,34526,34545,32986,34997,35292,36080,39916,39133,38312,36631,40495,37301,37750,36814,37230,35364,34042,36919,36987,35089,27559,30463,26366,32625,27780,33297,36185,34505,36412,36975,35735,35572,35777,37943,36829,36047,34553,32902,33820,30110,31451,28507,25382,26158,25990,24788,24914,21426,25465,21525,28397,34864,16835,23747,21051,20058,13460,12950,13434,12482,11540,9779,9312,7493,6239,5406,4420,3724,2836,7135
England,East Midlands,male,2025-08-01,21082,23113,25872,25660,27312,26940,29217,31349,31440,33101,30013,33519,34587,33512,33642,35296,33206,33011,30338,29146,32724,31133,31452,33042,33790,34974,34429,34006,35017,35135,35104,40521,39395,40614,39754,40676,38999,36982,39728,37283,38736,36442,34775,40922,39198,34834,30666,32140,29725,33158,29840,32627,38155,35369,36769,36310,36913,35530,37944,37440,35765,36853,34755,34556,31643,30348,28889,28794,24913,24466,25606,22179,22604,20412,26754,17612,26322,31282,15648,20987,17471,18239,10475,10635,10732,9476,8136,7028,6154,4806,3955,3302,2627,1920,1415,2713
England,East Midlands,persons,2025-08-01,41478,44692,51661,49104,53289,52619,56758,60369,62599,61409,59267,66066,66930,66993,64199,66954,64539,63372,58490,55085,64540,59763,61190,64183,64161,67442,68041,68488,67728,69210,71450,75863,78315,79365,78158,76595,79802,75730,78481,74179,75716,72257,69143,78194,76152,69235,58274,63249,55338,66714,58207,65709,73874,69654,72669,74350,71990,72788,73893,75574,71694,72491,69174,68193,65712,59931,60274,58632,51095,50541,52030,46431,47412,42378,52539,39406,54682,67625,32391,44867,38219,38409,23992,23095,23951,22240,19694,16928,15507,12247,10185,8718,7016,5647,4247,9998
England,East of England,female,2025-08-01,27977,26547,37525,32550,34675,35137,37034,39094,41270,39901,38799,45046,42218,43165,41980,43958,42670,40141,39235,36548,36232,30770,35671,37424,37430,40364,41129,42186,43458,45297,45648,48664,50008,52941,50410,54249,52539,51471,51830,48948,50204,46526,46446,52545,50572,46564,40433,42664,40331,43785,40183,43508,46708,44472,45087,46398,45505,45463,48101,49721,44511,46230,40374,45945,40342,39703,37423,37277,33866,34156,34845,31605,30444,28748,36237,24205,35934,51434,23443,30559,25290,27844,16727,17150,18593,17313,15486,14497,12743,10495,8894,7983,7021,5490,4501,11303
England,East of England,male,2025-08-01,29575,28928,40008,34675,37319,37244,40550,40506,42004,43244,40699,45164,45834,46073,43047,45700,45413,43060,41770,41060,36013,35025,37346,36742,40120,43021,45730,43642,44975,46461,46762,50496,50534,55432,49488,55565,55630,52309,54181,49878,52439,47163,49865,53908,53132,46674,43083,47556,40921,46981,43073,44011,50685,44771,47629,47020,44726,46772,49095,48068,46357,46261,43796,42364,40203,38971,37482,36164,31497,30481,31103,28528,28978,26762,29202,22759,32995,41131,19700,28769,21157,24329,13198,12365,13732,13351,11762,10139,8758,7072,5882,4836,3850,3081,2137,4258
England,East of England,persons,2025-08-01,56675,55533,78205,66432,71925,73038,77482,79780,83689,83305,79114,90056,88064,88744,83990,89475,88411,83337,81124,78075,67766,65871,73212,74061,78806,83879,87876,86106,88552,89419,94317,98116,100681,108409,100176,109739,108415,103471,105934,98873,102913,93777,96436,106479,105057,93543,83466,90865,80249,91873,83225,87683,97114,89509,91674,93241,90161,92177,95019,98607,90569,92042,86612,88774,80833,78554,75480,70849,65982,65042,64997,62594,60631,55603,65071,47237,69070,94302,43409,58693,46069,52205,30516,30194,32940,30806,27426,25180,21481,17974,14714,12669,10849,8835,6919,15537
England,London,female,2025-08-01,43698,44293,54048,51790,53065,52711,55959,59710,59118,56967,57228,61792,61935,59825,62178,65324,61920,59881,56004,60955,62512,66029,70956,90324,102991,111383,114416,116001,118661,110381,109381,115772,105080,108114,103263,111307,101270,97557,98419,92748,87223,88126,83100,88610,86788,78617,72545,73058,69076,72972,62819,66926,58827,65219,59830,63917,59926,58996,59785,57633,58419,55632,48096,52472,47620,44658,42371,41168,37944,36900,33451,34077,27788,28705,30140,25791,30990,36101,23135,23702,19262,22806,14092,15235,15507,15280,13226,12042,11084,8753,7426,6732,5536,4834,3520,9960
England,London,male,2025-08-01,46060,47317,57792,51428,54936,54863,57579,59042,63547,60425,58797,65325,61043,66258,63571,64953,67068,62195,57970,61794,63235,62370,68915,79740,83806,98565,101580,108914,112266,106300,109678,113173,110798,116673,115379,118430,114203,111194,113028,104606,104281,103830,97767,104295,101143,93491,86183,85430,82143,84622,76659,77123,72520,74690,66990,71044,67038,61664,61686,61734,62035,57553,47650,53471,45553,45705,41477,40883,36237,34668,29748,28996,26005,25806,25610,20889,25662,30512,15752,19659,15921,16747,10426,10743,11711,10596,9092,8232,6822,5483,4868,4115,3210,2530,2005,3873
England,London,persons,2025-08-01,89692,88751,111845,103189,108171,107489,113341,118176,122559,115805,114043,127052,123933,125842,126754,129593,128974,121938,113728,123686,126299,128352,140548,169563,186793,209867,215448,225455,230918,218113,218507,229314,215720,223185,219037,229371,215777,207132,211059,197945,192271,191778,181101,193601,187602,171555,158182,156432,149804,158619,137446,143661,130333,138775,127011,134715,127256,125886,121678,118807,120494,114415,95868,108659,94679,89665,84197,81869,74392,71608,62597,63433,53610,54065,56067,47002,56561,67171,39320,43340,34653,39186,24052,26888,27795,26031,22191,20153,17939,14416,12225,10802,8757,7614,5390,13936
England,North East,female,2025-08-01,10446,11847,13232,12299,13355,13689,13947,16251,15239,15426,13924,16806,16013,16601,15539,16954,15916,16595,17178,17466,17762,16994,16432,18299,17979,17381,18966,19391,19055,17185,19497,20227,19962,21442,19459,20476,20329,20109,20576,19806,17939,18201,19020,19098,19267,18523,13216,16066,14498,15674,14654,15361,20499,18274,18351,18330,19232,19055,20275,20046,20722,20619,20108,18736,19022,19517,18447,17866,15828,14570,15883,14814,14963,11981,14672,12028,15911,20697,10006,13021,10137,9409,6766,7751,7455,7297,7073,5608,5145,4650,3496,3244,2488,2170,1472,3588
England,North East,male,2025-08-01,11333,12573,13741,12916,14110,14529,14973,16556,16202,15969,16677,17594,17682,17831,16881,17418,16692,17159,18031,17138,18344,16872,17409,17495,18189,19382,20337,20424,20488,19757,20042,21939,21685,23355,19714,21981,22718,20388,22571,20192,20469,19391,18721,19213,21394,19309,15014,15054,15714,17810,15268,16412,20817,19144,18373,18814,18074,18780,19498,20525,19641,20830,19222,18509,18678,16590,18306,18031,14551,14698,15324,13879,12945,12445,13271,11541,13768,17880,8232,11789,8706,7726,5597,5691,5710,5189,4484,3873,3215,2706,2127,1825,1283,1089,749,1379
England,North East,persons,2025-08-01,22460,23863,27307,24985,27741,27924,28541,32765,31865,30889,29980,34260,34247,34222,32278,34431,32817,33988,36066,34781,36363,34376,33595,35176,36267,36686,39315,39229,39643,36788,39289,41567,41885,44849,38523,42518,42865,40603,43900,39249,38419,37733,37530,38243,40627,37337,28378,30744,30382,33803,30392,31801,40959,37408,36705,37218,37039,37550,40386,40650,39987,41327,39749,37422,36906,36981,36686,36237,30560,30245,31095,28668,27784,24812,27405,23516,29805,38365,18585,24575,18652,16897,12630,13334,13109,12457,11340,10168,8372,7247,5006,5071,2892,3842,2220,4963
England,North West,female,2025-08-01,30577,35226,42866,37283,42318,41867,43214,47827,46627,47157,48138,50843,51042,50073,48934,49462,48706,49618,47435,49697,48514,45943,47772,54842,51184,56805,51332,56484,57629,54947,56097,59768,58407,67183,58106,63149,62875,58087,61713,57318,57923,57692,53311,59157,57257,49701,43858,43374,43943,47690,41907,46826,55195,51821,52894,53848,51237,51189,53528,56174,54717,54944,53013,50471,48718,45715,45253,46453,39930,37415,38357,36151,35677,34429,38527,28816,41355,47963,27367,31473,28457,27967,19449,19777,19684,17957,17347,15342,13101,11212,8559,7750,6637,5175,3959,9667
England,North West,male,2025-08-01,33718,38818,43914,39413,43717,43630,44856,49914,50217,49928,48899,53836,52985,53073,50150,53734,52207,52855,50320,50063,50328,47241,48502,51669,52197,60421,56621,57288,58161,58195,58730,60156,63127,70540,61273,62353,67936,60351,65075,60603,61679,60117,57362,60475,63601,53008,47182,47857,48357,50997,46837,49475,58036,55575,54526,56271,52982,52972,53356,59384,55378,55790,54487,53242,48442,43898,48011,44013,37885,36373,37963,34015,32647,32721,33830,27717,40286,40541,22510,27924,24201,23884,15696,14481,14691,13866,12242,10178,9180,6766,4964,4500,3550,2625,1778,3745
England,North West,persons,2025-08-01,64379,74322,87564,76208,86844,85748,88259,97563,96898,96821,97336,104795,103860,103080,101240,102437,101051,101444,97979,100031,98867,93042,98422,106470,102588,116117,107264,114410,115329,112918,115228,119626,121848,138144,119579,124326,131344,116416,126458,117804,119658,118406,110513,119854,120184,100378,92002,91671,92124,99360,88855,96245,113002,108272,106109,109493,104554,103963,107310,115695,110949,110454,108077,103800,97167,90514,93002,90730,77056,73160,77730,73740,67024,67022,73415,57126,80673,88975,50365,59243,52891,51651,35074,33407,35081,31666,29820,25521,22355,18960,13349,11928,10197,7857,5735,13388
England,South East,female,2025-08-01,37758,40933,52361,47542,48914,52112,50849,57841,57277,58321,56137,63035,62103,64229,61947,63702,63324,60541,57133,52362,54245,50669,53729,58356,63319,59753,61605,61432,63803,62068,63599,70983,71298,78511,70990,78342,75790,73534,75775,71521,72520,71856,68893,76991,76617,68000,61385,64557,58326,68224,59117,65529,70592,65850,66434,69508,67597,66584,67266,70918,69525,67326,63915,64200,58259,58464,56961,53386,48035,49329,50290,44675,46312,41185,49083,40118,51776,71905,36439,42362,38915,41045,25418,24257,27939,26186,23259,20621,17476,17244,12646,12290,10271,9423,6788,17052
England,South East,male,2025-08-01,39871,42717,54629,48820,52259,54962,54102,61148,59301,60637,57462,67123,67707,66893,64391,66933,68549,64946,62894,58404,59502,51725,54177,54688,61344,64849,64548,62574,65046,66733,63630,71692,68487,74077,71509,77588,80039,72090,77380,71723,72015,74147,71594,79053,78566,73360,63926,64663,64758,70697,60591,66528,72058,67491,67153,70320,67561,65920,70434,72375,69774,66142,64551,62231,60423,55130,56294,53564,46050,47173,45146,42331,42357,38136,39793,32996,45976,62504,29687,36151,33986,33574,20228,19064,20988,18793,16489,15706,12397,10495,8330,7176,5804,4403,3190,6666
England,South East,persons,2025-08-01,76610,83660,108050,95698,101162,107382,104741,119219,115092,119596,114178,130252,128439,131483,125499,129673,131647,126949,118990,111183,114740,105360,106890,114281,124325,125110,125521,126226,131362,128320,127207,142430,137843,153847,142450,155846,156000,146649,154199,142371,144397,146668,140220,156270,155008,141592,125485,129635,123113,139127,119420,132421,142518,135097,131648,137500,134000,133292,137348,143458,139334,133722,129677,126826,119681,113704,113667,104708,95032,96542,95427,88686,87208,80429,88421,74713,97496,136122,65900,78195,72656,74285,47075,42880,48900,44960,39788,37434,29861,27588,20545,19151,16088,14366,9859,23592
England,South West,female,2025-08-01,19232,19682,28688,24981,26811,26891,29044,31083,30451,32754,31824,34136,36309,32951,33665,35293,34924,36387,34944,36311,37900,34864,33020,34118,35130,35246,36314,36333,35536,38032,38196,41104,39607,42797,39487,44012,43308,41163,42067,40258,39476,39217,37612,41985,41176,38301,32848,35083,30965,36245,33475,36031,42785,39345,41418,40019,41010,43396,44123,45656,44716,43905,42652,41977,40199,38549,37478,37386,31903,33881,35220,30899,32079,29960,32124,29369,39675,47587,22824,32096,27805,27963,18526,17952,18571,17328,15721,13556,12303,10582,9210,8110,6852,5655,4439,11214
England,South West,male,2025-08-01,20201,21924,30466,24165,29396,28636,30370,32454,33141,33241,31964,37901,37284,37662,35213,37553,36985,35657,35612,34474,36617,34643,32990,33944,34978,37568,38470,38834,37077,39647,39826,40968,41703,43370,40449,44259,43964,41777,42168,39522,39898,40686,38831,42543,41953,38755,33510,33576,31468,35694,35529,37565,43072,38108,41522,39799,40866,41502,43047,45137,43998,43298,40854,43855,39067,36739,36170,37504,31994,30666,31383,28090,30836,25612,31676,22595,37521,41955,22996,27387,23546,24943,14615,14200,14612,13285,12022,10907,8724,7104,5886,4892,3826,3080,2191,4355
England,South West,persons,2025-08-01,40160,41860,59658,48544,56495,55005,59562,63044,63702,66170,63471,72183,72624,71929,69189,73194,71742,72431,70556,72345,73767,71514,65757,67978,69976,72916,75382,74514,72962,77455,77686,81646,82459,87660,80482,88115,86950,82294,83993,80201,79706,79860,76134,84451,83768,76397,66536,68123,61769,73127,68717,73230,85973,76914,83190,79940,81456,85216,87090,90879,88668,87172,84187,85774,79311,75047,73056,73716,63811,64025,67973,61625,62304,56019,63596,52295,77340,90196,44559,59587,50968,52915,34090,32693,33152,30552,27767,24425,21071,18826,14592,12955,10621,8744,6638,15528
England,West Midlands,female,2025-08-01,27266,32197,33430,33158,34511,35264,37477,40433,38116,39450,39515,42710,44254,41238,39920,41673,41255,39447,40241,41026,37795,35772,40377,40542,41811,45761,44125,47404,45261,46100,45353,47456,47892,49616,49112,50211,50205,47581,48533,46548,44740,46520,41797,47612,48191,39655,36007,36981,35918,38225,35145,35490,43345,42356,41915,42712,41705,40951,43786,43350,41577,42016,41208,39451,35938,35174,34711,34505,30537,28390,31483,29118,28161,26323,27846,25340,33263,37019,19738,27213,24615,24957,16989,15913,15528,15756,13860,12859,11766,8806,7313,6570,5926,4967,3812,8589
England,West Midlands,male,2025-08-01,29773,33606,35278,33434,37371,37417,37913,41764,40607,42037,41973,45727,45399,43689,41792,44365,44224,42461,42252,41684,43457,40543,40343,40899,45405,43442,47715,47713,47212,45813,47155,48676,50038,55235,50385,52487,52014,50518,51757,49357,48082,50204,42457,51791,50005,43754,39991,38952,40023,40409,39057,40948,45433,44304,45676,45558,44663,45053,42216,44368,42655,42571,42304,40282,36741,35704,34410,33604,29095,29031,29297,28555,24670,23820,27076,21617,28540,32639,17310,23156,21552,20876,13240,11669,13111,11553,10445,9474,7515,5935,4747,3832,3225,2496,1784,3696
England,West Midlands,persons,2025-08-01,56845,63789,69427,66201,72377,72367,74738,81864,78938,80207,82056,89505,89540,85058,79782,85593,85494,81620,81831,82930,82396,76564,81418,81587,86049,88715,91519,95018,92212,91554,93300,96127,97668,104940,99630,102613,101175,98265,100599,95498,92247,96874,84637,99560,98014,83527,76263,76158,76015,79407,74293,75930,88554,86459,87853,88182,86013,85058,85994,88009,84440,84566,83413,79881,72234,70803,68934,67523,59474,57984,60844,57556,53238,50176,55004,47848,62290,70161,37110,50188,45506,45861,29668,27235,29446,27443,24208,22173,19254,15478,11917,10544,9084,7270,5551,12392
England,Yorkshire and The Humber,female,2025-08-01,23431,25219,28647,28291,30480,30521,32744,33570,33480,33486,34494,37632,36144,37073,35127,36991,35440,35045,35815,36389,37418,34578,36493,38001,40429,39446,40344,40378,41172,38629,40527,45024,43281,47555,40278,46361,45293,42493,44134,41359,40698,38259,39161,42443,41179,38001,29197,32209,29467,34457,31502,33673,40546,38361,39651,40116,38327,38827,38866,40649,39716,39860,37850,36239,36174,33342,34820,34301,28929,28800,28605,26244,25580,24863,28079,22307,32680,39503,15915,25800,19804,20519,15043,14404,14805,14352,12426,11559,9719,9177,7146,5800,4991,4141,2974,7634
England,Yorkshire and The Humber,male,2025-08-01,24967,26742,30972,29347,30957,32409,32812,37026,35952,35291,34418,38578,38450,39158,36747,40414,36289,37967,35848,37565,37783,35036,35294,37342,39812,41087,43779,41734,44506,42602,44422,45477,45702,49101,44469,46061,45252,43171,46529,42979,44705,43118,40024,44059,44751,38959,33896,35382,33757,35666,33883,35716,41525,40384,39041,41314,38037,38926,38703,43237,39238,40047,37712,38041,34503,32478,33965,33367,27662,27107,29889,23691,24810,24300,25026,21641,28120,35389,11942,23127,17471,18278,11057,10919,11350,10473,9265,7958,6721,5301,4265,3349,2730,1978,1507,2824
England,Yorkshire and The Humber,persons,2025-08-01,48226,51279,60828,57672,61273,61499,65781,70363,69218,68958,69175,75782,74328,76107,70932,77985,72185,73459,72526,73975,75020,69857,71274,76031,80117,80512,83312,82046,85874,80270,85230,89074,89741,96633,84063,92509,91496,85989,90367,84360,85602,81668,79037,86648,85839,76269,63955,68035,63207,69800,65428,69563,83229,79282,78292,82000,77629,79076,77883,83391,78814,79694,75365,74460,70304,65664,68506,67903,56238,55894,57177,50482,49854,49389,54242,44691,61219,75818,27505,48152,36447,39207,26368,24602,25207,24745,21686,19906,16729,14350,11400,9167,7710,6138,4489,10416
England,East Midlands,female,2025-09-01,19996,22016,25854,23907,26418,26083,27332,29876,30637,29855,29511,32451,32562,32719,31235,32759,31507,30706,27836,26794,31618,28467,30226,31559,31780,32890,34552,34594,32945,35034,35309,36050,40041,39214,38400,36635,40684,37399,37852,36973,37354,35454,34050,37015,37152,35313,27535,30479,26171,32688,27554,33292,36173,34501,36380,37019,35749,35562,35790,37975,36906,36175,34648,32955,33957,30148,31600,28544,25350,26147,26058,24807,24915,21289,25468,21315,28352,35389,16667,23854,21172,20222,13455,12929,13461,12506,11572,9794,9360,7525,6244,5421,4429,3733,2852,7161
England,East Midlands,male,2025-09-01,20999,23063,25887,25621,27304,26896,29218,31382,31431,33205,29947,33523,34667,33589,33727,35409,33309,33113,30186,28902,32663,30966,31289,32927,33709,34908,34351,33916,34954,35038,35011,40571,39387,40628,39791,40764,39073,37015,39823,37324,38846,36514,34725,41106,39372,34981,30669,32167,29615,33186,29677,32485,38184,35375,36746,36329,36937,35510,38016,37496,35791,37001,34822,34686,31715,30420,28958,28874,24894,24415,25675,22160,22560,20336,26852,17362,26318,31775,15532,21087,17532,18445,10469,10631,10758,9501,8161,7052,6180,4822,3966,3310,2643,1928,1425,2727
England,East Midlands,persons,2025-09-01,41305,44547,51754,48995,53260,52520,56741,60381,62652,61419,59157,66123,67047,67193,64343,67128,64746,63523,58171,54495,64410,59332,60797,63918,63866,67385,67956,68425,67622,69092,71392,75853,78400,79437,78285,76669,80063,75928,78715,74423,75941,72436,69098,78504,76505,69567,58249,63311,55010,66819,57819,65546,73854,69610,72588,74484,71985,72850,73958,75692,71757,72728,69325,68408,65920,60040,60484,58801,51099,50366,52194,46477,47399,42157,52728,38982,54638,68700,32127,45093,38400,38776,23994,23058,24006,22298,19751,16969,15583,12299,10203,8738,7041,5663,4272,10043
England,East of England,female,2025-09-01,27898,26258,37714,32451,34625,35049,37045,39073,41365,39891,38718,45162,42254,43229,42038,44081,42847,40220,39437,36703,36387,30806,35698,37377,37260,40369,41081,42168,43442,45315,45638,48663,50011,53061,50424,54381,52645,51625,52001,49037,50357,46530,46417,52817,50789,46763,40420,42721,40223,43839,39988,43414,46704,44504,45070,46408,45460,45469,48203,49923,44512,46365,40366,46190,40388,39791,37482,37362,33884,34122,34945,31715,30371,28634,36317,23764,35752,52304,23281,30716,25320,28117,16692,17111,18606,17350,15510,14558,12773,10527,8901,8008,7042,5515,4513,11363
England,East of England,male,2025-09-01,29528,28687,40201,34602,37288,37167,40583,40486,42028,43276,40640,45233,45900,46197,43085,45810,45598,43170,41930,41257,36043,35052,37385,36598,40008,43017,45810,43601,44938,46440,46727,50558,50579,55632,49474,55711,55836,52391,54358,49905,52582,47134,49867,54100,53361,46766,43079,47711,40768,47086,42944,43877,50777,44703,47595,47047,44636,46810,49202,48166,46455,46363,43875,42487,40276,39040,37571,36256,31529,30437,31173,28540,28962,26689,29127,22449,32941,41756,19524,28990,21188,24608,13182,12281,13769,13387,11793,10167,8782,7100,5924,4852,3870,3098,2151,4297
England,East of England,persons,2025-09-01,56502,54989,78609,66217,71805,72903,77523,79733,83813,83322,78902,90236,88149,88906,84056,89709,88788,83490,81492,78442,67705,65913,73291,73887,78586,83906,87944,86020,88496,89310,94349,98163,100729,108729,100187,110012,108729,103711,106332,99014,103227,93770,96410,106937,105570,93821,83470,91092,79981,92070,82882,87463,97214,89517,91582,93277,90010,92137,95139,98947,90593,92289,86734,89153,80957,78698,75653,70907,66013,64962,65215,62504,60544,55461,65081,46606,68831,95867,43079,59055,46113,52754,30476,30105,33023,30889,27482,25300,21528,18053,14759,12709,10893,8886,6957,15633
England,London,female,2025-09-01,43454,43962,54122,51700,53028,52547,55908,59777,59176,56913,57133,61800,62038,59829,62315,65603,62098,60053,56032,60968,62550,66185,70527,90023,102780,111784,114603,116267,119053,110439,109317,115984,104987,108031,103174,111641,101334,97667,98577,92967,87225,88216,83023,88906,87126,78896,72616,73252,69094,73302,62732,67047,58671,65365,59720,64037,59963,59162,59869,57680,58575,55804,48091,52672,47727,44815,42473,41321,38023,36995,33490,34232,27696,28681,30151,25706,30990,36585,23175,23783,19225,22980,14037,15189,15515,15309,13254,12071,11131,8769,7426,6765,5549,4845,3537,10006
England,London,male,2025-09-01,45847,46988,57938,51203,54779,54707,57497,58998,63678,60424,58702,65381,60942,66346,63681,65124,67310,62370,58069,61942,63275,62365,68870,79680,83597,98713,101523,109148,112507,106221,109716,113265,110647,116655,115386,118662,114264,111310,113221,104690,104323,103978,97719,104633,101465,93816,86326,85660,82221,84930,76705,77257,72530,74820,66948,71175,67119,61668,61686,61770,62271,57773,47548,53707,45574,45929,41585,41059,36333,34816,29782,29097,25958,25813,25617,20808,25630,30978,15698,19760,15966,16892,10393,10701,11731,10617,9097,8265,6843,5497,4887,4134,3229,2542,2015,3896
England,London,persons,2025-09-01,89250,87970,112039,102891,107922,107188,113212,118170,122706,115714,113777,127116,123996,125916,127037,129977,129401,122289,113864,123897,126406,128499,140081,169194,186391,210412,215578,225938,231536,218210,218409,229544,215490,223088,218954,229929,215927,207426,211388,198287,192370,192054,180977,194277,188218,172221,158372,156695,149839,159263,137327,143886,130156,139035,126876,134894,127378,126160,121745,118868,120854,114838,95751,109187,94860,90093,84417,82189,74581,71833,62652,63700,53451,54087,56111,46798,56601,68167,39325,43570,34639,39490,23938,26853,27856,26105,22227,20208,18010,14457,12242,10852,8784,7646,5413,14007
England,North East,female,2025-09-01,10389,11828,13263,12265,13320,13674,13923,16299,15241,15426,13853,16831,16010,16620,15528,16992,15946,16631,17132,17385,17732,16903,16340,18248,17932,17390,18962,19442,19085,17128,19537,20262,19987,21508,19469,20516,20366,20154,20631,19876,17944,18243,19075,19150,19343,18663,13175,16076,14448,15654,14572,15241,20542,18250,18338,18307,19226,19020,20289,20044,20754,20665,20163,18743,19059,19580,18504,17914,15847,14560,15911,14844,14967,11914,14669,11905,15892,21065,9963,13112,10162,9463,6739,7738,7456,7301,7106,5622,5158,4678,3509,3260,2503,2176,1480,3596
England,North East,male,2025-09-01,11267,12552,13766,12882,14094,14511,14953,16567,16194,15946,16681,17611,17711,17865,16901,17447,16741,17194,18052,17062,18364,16822,17362,17444,18155,19374,20332,20440,20473,19731,20021,21955,21693,23439,19667,22008,22800,20379,22693,20246,20520,19431,18723,19235,21525,19429,15014,15023,15715,17871,15158,16304,20851,19163,18358,18809,18024,18762,19474,20560,19646,20897,19232,18532,18704,16565,18374,18123,14526,14691,15360,13911,12907,12416,13235,11453,13710,18189,8179,11893,8749,7774,5591,5692,5725,5203,4495,3883,3227,2724,2137,1836,1290,1097,758,1383
England,North East,persons,2025-09-01,22358,23821,27366,24917,27706,27885,28488,32826,31878,30855,29888,34307,34305,34270,32278,34486,32905,34071,36069,34625,36348,34249,33429,35061,36177,36681,39303,39280,39663,36695,39300,41602,41938,45006,38459,42584,42980,40645,44062,39352,38473,37816,37570,38314,40841,37583,28351,30722,30314,33857,30212,31580,41029,37416,36680,37197,36980,37481,40401,40687,40009,41438,39836,37459,36932,37057,36807,36369,30558,30239,31156,28700,27754,24714,27350,23308,29711,39035,18500,24768,18714,16991,12604,13321,13122,12477,11375,10222,8398,7288,5004,5100,2876,3881,2237,4974
